donor_id,true_age,predicted_age,n_cells
aida:SG_HEL_H491,33.0,37.41301,72
aida:SG_HEL_H500,47.0,36.43578,285
aida:SG_HEL_H501,37.0,38.633163,145
aida:SG_HEL_H504,45.0,37.73858,158
aida:TH_MAH_H001,32.0,36.540226,591
aida:TH_MAH_H002,25.0,36.178333,214
aida:TH_MAH_H003,30.0,34.068848,292
aida:TH_MAH_H004,38.0,34.654446,717
aida:TH_MAH_H005,41.0,35.631226,308
aida:TH_MAH_H006,32.0,36.13245,456
aida:TH_MAH_H007,45.0,34.732296,311
aida:TH_MAH_H008,31.0,34.0088,284
aida:TH_MAH_H009,41.0,34.673782,166
aida:TH_MAH_H010,42.0,34.428642,220
aida:TH_MAH_H011,65.0,37.292496,496
aida:TH_MAH_H012,27.0,34.24967,231
aida:TH_MAH_H013,38.0,37.702305,430
aida:TH_MAH_H014,22.0,35.96458,366
aida:TH_MAH_H015,28.0,35.597977,79
aida:TH_MAH_H016,40.0,33.239666,701
aida:TH_MAH_H017,36.0,33.118954,727
aida:TH_MAH_H018,49.0,34.445053,955
aida:TH_MAH_H019,27.0,37.018936,462
aida:TH_MAH_H020,45.0,34.916748,221
aida:TH_MAH_H021,31.0,33.429893,318
aida:TH_MAH_H022,41.0,36.9577,479
aida:TH_MAH_H023,41.0,37.106735,282
aida:TH_MAH_H024,57.0,33.817406,331
aida:TH_MAH_H025,53.0,36.765316,191
aida:TH_MAH_H026,28.0,34.136726,467
aida:TH_MAH_H027,21.0,36.715244,461
aida:TH_MAH_H028,38.0,36.809742,235
aida:TH_MAH_H029,26.0,36.777454,405
aida:TH_MAH_H030,31.0,34.071346,299
aida:TH_MAH_H031,25.0,36.712524,238
aida:TH_MAH_H032,30.0,36.664448,126
aida:TH_MAH_H033,29.0,37.094997,345
aida:TH_MAH_H034,46.0,34.17503,251
aida:TH_MAH_H035,41.0,36.43072,424
aida:TH_MAH_H036,46.0,36.732838,353
aida:TH_MAH_H037,45.0,36.18589,277
aida:TH_MAH_H038,19.0,35.110447,370
aida:TH_MAH_H039,26.0,36.4192,259
aida:TH_MAH_H040,32.0,34.294807,166
aida:TH_MAH_H041,29.0,34.37938,475
aida:TH_MAH_H042,53.0,34.39633,192
