method,fold,cell_type,seed,layer,k_pc,R_full,MAE_full,R_residual,MAE_residual,deltaR_holdout,R_aida_full,R_aida_residual,deltaR_aida
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,3,50,0.5590,15.5727,0.1589,19.7811,-0.4001,0.4585,-0.1132,-0.5717
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,4,5,0.4946,41.6958,0.5493,22.3556,0.0546,0.3918,0.5103,0.1185
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,4,10,0.4946,41.6958,0.4031,25.1634,-0.0916,0.3918,0.2960,-0.0958
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,4,25,0.4946,41.6958,0.2455,19.7587,-0.2492,0.3918,-0.1567,-0.5484
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,4,50,0.4946,41.6958,0.1365,19.6348,-0.3581,0.3918,0.0793,-0.3125
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,5,5,0.5798,19.0049,0.5718,19.7719,-0.0080,0.4400,0.5445,0.1045
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,5,10,0.5798,19.0049,0.2429,19.4226,-0.3369,0.4400,0.5225,0.0825
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,5,25,0.5798,19.0049,0.2269,19.7423,-0.3529,0.4400,-0.1175,-0.5575
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,5,50,0.5798,19.0049,-0.0185,19.5615,-0.5983,0.4400,0.1139,-0.3261
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,6,5,0.6057,15.4433,0.5832,15.8589,-0.0225,0.4235,0.5478,0.1244
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,6,10,0.6057,15.4433,0.2079,19.0464,-0.3978,0.4235,0.5032,0.0797
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,6,25,0.6057,15.4433,0.2247,19.8153,-0.3810,0.4235,-0.1626,-0.5861
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,6,50,0.6057,15.4433,0.1611,19.6150,-0.4446,0.4235,0.0584,-0.3651
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,7,5,0.5920,15.4629,0.5286,17.9173,-0.0634,0.4924,0.5015,0.0091
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,7,10,0.5920,15.4629,0.1927,19.0135,-0.3993,0.4924,0.4850,-0.0074
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,7,25,0.5920,15.4629,0.1629,19.7206,-0.4290,0.4924,-0.0605,-0.5529
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,7,50,0.5920,15.4629,0.1178,19.6937,-0.4741,0.4924,-0.0807,-0.5731
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,8,5,0.5762,28.0543,0.5083,22.4874,-0.0679,0.5797,0.5424,-0.0373
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,8,10,0.5762,28.0543,0.2514,19.4478,-0.3248,0.5797,0.5346,-0.0452
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,8,25,0.5762,28.0543,0.1252,19.7516,-0.4510,0.5797,0.0493,-0.5305
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,8,50,0.5762,28.0543,0.0457,19.7753,-0.5305,0.5797,-0.0924,-0.6721
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,9,5,0.5884,23.9730,0.5244,22.8811,-0.0640,0.5971,0.5336,-0.0635
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,9,10,0.5884,23.9730,0.2231,19.6044,-0.3652,0.5971,0.5423,-0.0549
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,9,25,0.5884,23.9730,0.0746,19.8757,-0.5138,0.5971,0.1914,-0.4057
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,9,50,0.5884,23.9730,-0.0115,19.7178,-0.5998,0.5971,0.1664,-0.4308
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,10,5,0.6091,21.6929,0.4019,21.5947,-0.2072,0.6065,0.5393,-0.0672
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,10,10,0.6091,21.6929,0.2701,19.6081,-0.3389,0.6065,0.4024,-0.2041
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,10,25,0.6091,21.6929,0.2664,19.7791,-0.3427,0.6065,0.2755,-0.3310
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,10,50,0.6091,21.6929,0.0579,19.7441,-0.5512,0.6065,0.1534,-0.4531
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,11,5,0.5874,33.8904,0.3255,25.3537,-0.2619,0.5909,0.4958,-0.0951
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,11,10,0.5874,33.8904,0.0836,19.6893,-0.5038,0.5909,0.3606,-0.2303
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,11,25,0.5874,33.8904,0.2422,19.5924,-0.3452,0.5909,0.1964,-0.3945
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,11,50,0.5874,33.8904,0.1348,19.8072,-0.4525,0.5909,0.3333,-0.2576
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,12,5,0.6187,12.1813,0.1770,18.6347,-0.4417,0.5840,0.2704,-0.3136
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,12,10,0.6187,12.1813,0.0952,19.3181,-0.5235,0.5840,0.3574,-0.2266
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,12,25,0.6187,12.1813,0.1929,19.9034,-0.4258,0.5840,0.0378,-0.5462
geneformer_rank32_seed2,loco_onek1k,CD4+ T,2,12,50,0.6187,12.1813,0.1856,19.9524,-0.4331,0.5840,-0.0933,-0.6773
