method,fold,cell_type,seed,layer,k_pc,R_full,MAE_full,R_residual,MAE_residual,deltaR_holdout,R_aida_full,R_aida_residual,deltaR_aida
geneformer_frozen_seed2,loco_onek1k,NK,2,10,25,0.2266,18.5138,0.2465,19.4739,0.0199,0.1909,0.2874,0.0965
geneformer_frozen_seed2,loco_onek1k,NK,2,10,50,0.2266,18.5138,0.1859,19.7273,-0.0407,0.1909,0.0894,-0.1015
geneformer_frozen_seed2,loco_onek1k,NK,2,11,5,0.2131,17.3651,0.2959,13.8051,0.0827,0.1602,0.0952,-0.0651
geneformer_frozen_seed2,loco_onek1k,NK,2,11,10,0.2131,17.3651,0.1539,19.7067,-0.0593,0.1602,0.2643,0.1041
geneformer_frozen_seed2,loco_onek1k,NK,2,11,25,0.2131,17.3651,0.2351,19.0715,0.0220,0.1602,0.2264,0.0662
geneformer_frozen_seed2,loco_onek1k,NK,2,11,50,0.2131,17.3651,0.0985,19.8552,-0.1146,0.1602,0.0093,-0.1509
geneformer_frozen_seed2,loco_onek1k,NK,2,12,5,0.2659,18.7655,0.2210,16.3248,-0.0450,0.1180,0.1331,0.0151
geneformer_frozen_seed2,loco_onek1k,NK,2,12,10,0.2659,18.7655,0.2569,19.7461,-0.0091,0.1180,0.2342,0.1163
geneformer_frozen_seed2,loco_onek1k,NK,2,12,25,0.2659,18.7655,0.2371,19.7129,-0.0288,0.1180,0.0861,-0.0319
geneformer_frozen_seed2,loco_onek1k,NK,2,12,50,0.2659,18.7655,0.1078,19.6767,-0.1582,0.1180,-0.1405,-0.2585
geneformer_frozen_seed1,loco_terekhova,NK,1,0,5,0.1782,14.2033,0.1616,13.7753,-0.0166,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,0,10,0.1782,14.2033,0.0351,15.0581,-0.1430,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,0,25,0.1782,14.2033,0.0816,15.4976,-0.0965,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,0,50,0.1782,14.2033,0.0989,15.7068,-0.0793,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,1,5,0.2303,14.2701,0.2307,14.8286,0.0003,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,1,10,0.2303,14.2701,0.0625,15.2069,-0.1678,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,1,25,0.2303,14.2701,0.1330,15.1361,-0.0973,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,1,50,0.2303,14.2701,0.0999,15.4723,-0.1304,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,2,5,0.2708,13.9809,0.2744,13.8917,0.0037,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,2,10,0.2708,13.9809,0.0997,16.6017,-0.1710,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,2,25,0.2708,13.9809,0.2111,15.2737,-0.0597,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,2,50,0.2708,13.9809,0.1447,15.4257,-0.1260,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,3,5,0.1978,14.3250,0.2098,16.9309,0.0120,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,3,10,0.1978,14.3250,0.1298,16.3391,-0.0680,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,3,25,0.1978,14.3250,0.1370,21.9943,-0.0608,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,3,50,0.1978,14.3250,0.1637,15.2110,-0.0341,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,4,5,0.1324,15.1490,0.2029,14.7113,0.0705,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,4,10,0.1324,15.1490,0.0162,15.2557,-0.1163,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,4,25,0.1324,15.1490,0.0699,22.6578,-0.0626,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,4,50,0.1324,15.1490,0.1054,15.5126,-0.0270,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,5,5,0.1575,15.0551,0.2125,15.3949,0.0549,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,5,10,0.1575,15.0551,0.0170,15.5801,-0.1405,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,5,25,0.1575,15.0551,0.0389,15.6735,-0.1186,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,5,50,0.1575,15.0551,0.0937,15.9287,-0.0638,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,6,5,0.1401,15.3120,0.1760,15.5395,0.0360,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,6,10,0.1401,15.3120,-0.0134,16.7078,-0.1535,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,6,25,0.1401,15.3120,0.0959,15.5052,-0.0441,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,6,50,0.1401,15.3120,0.1550,15.9859,0.0150,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,7,5,0.1404,14.1399,0.1450,14.7664,0.0046,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,7,10,0.1404,14.1399,-0.0263,15.4228,-0.1667,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,7,25,0.1404,14.1399,0.1072,15.4550,-0.0332,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,7,50,0.1404,14.1399,0.1275,15.7802,-0.0129,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,8,5,0.1811,13.5483,0.2269,15.2787,0.0457,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,8,10,0.1811,13.5483,0.0536,14.9247,-0.1276,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,8,25,0.1811,13.5483,0.0519,15.8618,-0.1292,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,8,50,0.1811,13.5483,0.1037,15.5292,-0.0775,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,9,5,0.1809,14.4927,0.1220,14.8834,-0.0589,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,9,10,0.1809,14.4927,0.0682,15.2332,-0.1127,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,9,25,0.1809,14.4927,0.1088,15.4415,-0.0720,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,9,50,0.1809,14.4927,0.1429,15.4983,-0.0379,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,10,5,0.1862,14.3735,0.1173,14.8264,-0.0689,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,10,10,0.1862,14.3735,0.1114,14.7313,-0.0748,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,10,25,0.1862,14.3735,0.0962,15.5925,-0.0900,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,10,50,0.1862,14.3735,0.1378,15.4105,-0.0484,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,11,5,0.1624,16.5300,0.2219,14.2988,0.0595,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,11,10,0.1624,16.5300,0.1173,15.4263,-0.0451,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,11,25,0.1624,16.5300,0.1336,15.4311,-0.0288,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,11,50,0.1624,16.5300,0.0823,15.5386,-0.0801,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,12,5,0.1833,14.4655,0.0824,13.8624,-0.1009,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,12,10,0.1833,14.4655,0.0427,14.2141,-0.1407,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,12,25,0.1833,14.4655,0.0431,13.9674,-0.1402,,,
geneformer_frozen_seed1,loco_terekhova,NK,1,12,50,0.1833,14.4655,-0.0045,14.9775,-0.1878,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,0,5,0.2751,13.9169,0.2572,16.6207,-0.0178,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,0,10,0.2751,13.9169,0.1657,14.5958,-0.1094,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,0,25,0.2751,13.9169,0.2025,15.0926,-0.0726,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,0,50,0.2751,13.9169,0.0975,15.6630,-0.1775,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,1,5,0.3275,13.6650,0.3390,15.6455,0.0115,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,1,10,0.3275,13.6650,0.1884,15.1626,-0.1391,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,1,25,0.3275,13.6650,0.2149,15.1637,-0.1126,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,1,50,0.3275,13.6650,0.0804,15.5230,-0.2471,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,2,5,0.3377,13.5382,0.3476,18.4757,0.0099,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,2,10,0.3377,13.5382,0.1503,15.2683,-0.1874,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,2,25,0.3377,13.5382,0.2244,16.1561,-0.1133,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,2,50,0.3377,13.5382,0.1527,15.3210,-0.1850,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,3,5,0.2719,13.7972,0.2934,16.5333,0.0215,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,3,10,0.2719,13.7972,0.1771,14.5202,-0.0948,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,3,25,0.2719,13.7972,0.1738,15.0339,-0.0982,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,3,50,0.2719,13.7972,0.0580,15.2350,-0.2139,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,4,5,0.2206,14.1502,0.2489,17.4819,0.0283,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,4,10,0.2206,14.1502,0.0811,14.4327,-0.1395,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,4,25,0.2206,14.1502,0.0834,15.4419,-0.1373,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,4,50,0.2206,14.1502,0.0429,15.3832,-0.1777,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,5,5,0.2463,14.2247,0.2132,14.2771,-0.0331,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,5,10,0.2463,14.2247,0.0415,16.1079,-0.2047,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,5,25,0.2463,14.2247,0.0964,15.8662,-0.1498,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,5,50,0.2463,14.2247,-0.0211,16.2033,-0.2674,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,6,5,0.2415,13.9413,0.2037,15.0231,-0.0377,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,6,10,0.2415,13.9413,0.0236,16.0784,-0.2179,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,6,25,0.2415,13.9413,0.1747,15.4704,-0.0668,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,6,50,0.2415,13.9413,0.0713,16.2730,-0.1702,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,7,5,0.2802,13.7979,0.1637,14.6616,-0.1165,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,7,10,0.2802,13.7979,0.0319,14.8848,-0.2483,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,7,25,0.2802,13.7979,0.2426,15.0051,-0.0376,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,7,50,0.2802,13.7979,0.0885,15.7393,-0.1917,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,8,5,0.2721,14.8044,0.2839,16.4960,0.0118,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,8,10,0.2721,14.8044,0.0300,14.7953,-0.2421,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,8,25,0.2721,14.8044,0.1460,14.9855,-0.1261,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,8,50,0.2721,14.8044,0.0494,15.5480,-0.2227,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,9,5,0.2765,13.5804,0.1340,14.2252,-0.1425,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,9,10,0.2765,13.5804,0.0838,15.1366,-0.1927,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,9,25,0.2765,13.5804,0.1956,15.5535,-0.0809,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,9,50,0.2765,13.5804,0.0591,15.2969,-0.2174,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,10,5,0.2300,13.6219,0.1265,14.5828,-0.1035,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,10,10,0.2300,13.6219,0.0696,14.9748,-0.1604,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,10,25,0.2300,13.6219,0.1784,15.6086,-0.0516,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,10,50,0.2300,13.6219,0.0825,18.3933,-0.1475,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,11,5,0.2439,13.4913,0.2966,14.8118,0.0527,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,11,10,0.2439,13.4913,0.0974,15.4393,-0.1464,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,11,25,0.2439,13.4913,0.1647,15.9554,-0.0792,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,11,50,0.2439,13.4913,0.1006,15.1615,-0.1433,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,12,5,0.2548,13.4098,0.1895,15.8086,-0.0652,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,12,10,0.2548,13.4098,0.0796,16.1606,-0.1752,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,12,25,0.2548,13.4098,0.1327,13.8738,-0.1220,,,
geneformer_frozen_seed2,loco_terekhova,NK,2,12,50,0.2548,13.4098,0.0643,29.3834,-0.1905,,,
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,0,10,0.3422,28.4714,0.2893,18.9063,-0.0530,0.3165,0.3147,-0.0018
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,0,25,0.3422,28.4714,0.1921,19.9778,-0.1501,0.3165,0.2393,-0.0773
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,0,50,0.3422,28.4714,0.2008,19.9145,-0.1414,0.3165,0.1899,-0.1267
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,1,5,0.5176,26.2686,0.4556,16.3825,-0.0620,0.4952,0.4917,-0.0036
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,1,10,0.5176,26.2686,0.2909,21.3156,-0.2267,0.4952,0.4268,-0.0684
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,1,25,0.5176,26.2686,0.2746,20.2445,-0.2431,0.4952,0.3089,-0.1863
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,1,50,0.5176,26.2686,0.1938,19.7960,-0.3238,0.4952,-0.0304,-0.5257
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,2,5,0.5417,17.7653,0.4431,17.7033,-0.0986,0.4943,0.5488,0.0544
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,2,10,0.5417,17.7653,0.3109,18.8658,-0.2309,0.4943,0.5057,0.0113
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,2,25,0.5417,17.7653,0.2363,19.5464,-0.3054,0.4943,0.2941,-0.2002
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,2,50,0.5417,17.7653,0.1738,19.6965,-0.3679,0.4943,-0.0295,-0.5239
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,3,5,0.5699,9.9618,0.5106,14.5082,-0.0593,0.4919,0.5380,0.0461
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,3,10,0.5699,9.9618,0.3128,19.6360,-0.2571,0.4919,0.3128,-0.1791
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,3,25,0.5699,9.9618,0.1836,19.6466,-0.3863,0.4919,0.0124,-0.4795
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,3,50,0.5699,9.9618,-0.0525,19.8006,-0.6224,0.4919,-0.1295,-0.6214
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,4,5,0.5524,13.2272,0.5402,17.1935,-0.0122,0.4771,0.5434,0.0663
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,4,10,0.5524,13.2272,0.3751,20.1726,-0.1773,0.4771,0.2163,-0.2608
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,4,25,0.5524,13.2272,0.2297,19.7933,-0.3227,0.4771,0.0327,-0.4444
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,4,50,0.5524,13.2272,0.1118,19.6868,-0.4407,0.4771,0.0894,-0.3877
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,5,5,0.6252,11.6782,0.3646,14.7856,-0.2606,0.4764,0.3854,-0.0910
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,5,10,0.6252,11.6782,0.2363,19.6084,-0.3889,0.4764,0.0943,-0.3821
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,5,25,0.6252,11.6782,0.1760,19.7800,-0.4492,0.4764,-0.1200,-0.5964
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,5,50,0.6252,11.6782,0.0010,19.8034,-0.6242,0.4764,0.1532,-0.3232
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,6,5,0.6381,8.5740,0.3350,15.7349,-0.3031,0.5054,0.3607,-0.1447
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,6,10,0.6381,8.5740,0.0657,19.7695,-0.5723,0.5054,0.2781,-0.2273
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,6,25,0.6381,8.5740,0.0598,19.9151,-0.5783,0.5054,0.1112,-0.3941
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,6,50,0.6381,8.5740,0.0668,19.9370,-0.5712,0.5054,-0.0742,-0.5795
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,7,5,0.6389,9.9634,0.1968,19.3138,-0.4421,0.4651,0.2279,-0.2372
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,7,10,0.6389,9.9634,0.1825,19.7543,-0.4564,0.4651,-0.0181,-0.4832
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,7,25,0.6389,9.9634,0.1009,19.8705,-0.5380,0.4651,0.0543,-0.4108
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,7,50,0.6389,9.9634,-0.1314,19.9134,-0.7703,0.4651,0.2201,-0.2450
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,8,5,0.6328,17.5490,0.2509,26.2794,-0.3820,0.5489,0.3875,-0.1614
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,8,10,0.6328,17.5490,0.0721,19.6337,-0.5607,0.5489,0.1350,-0.4139
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,8,25,0.6328,17.5490,-0.0534,19.5496,-0.6862,0.5489,0.1195,-0.4294
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,8,50,0.6328,17.5490,-0.0550,19.8302,-0.6878,0.5489,0.0500,-0.4989
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,9,5,0.6279,15.8724,0.2307,23.6440,-0.3972,0.5169,0.4376,-0.0794
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,9,10,0.6279,15.8724,-0.1065,20.1079,-0.7345,0.5169,0.1507,-0.3663
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,9,25,0.6279,15.8724,-0.0474,19.7405,-0.6753,0.5169,0.0544,-0.4625
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,9,50,0.6279,15.8724,-0.1945,19.8108,-0.8224,0.5169,0.2201,-0.2969
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,10,5,0.6357,14.1769,0.2443,22.9237,-0.3914,0.5435,0.4190,-0.1245
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,10,10,0.6357,14.1769,-0.0285,19.7845,-0.6642,0.5435,0.3083,-0.2352
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,10,25,0.6357,14.1769,-0.0356,19.7431,-0.6713,0.5435,0.2979,-0.2456
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,10,50,0.6357,14.1769,-0.1067,19.8912,-0.7424,0.5435,0.1586,-0.3849
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,11,5,0.6158,15.6531,0.4582,23.5508,-0.1576,0.5956,0.3835,-0.2121
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,11,10,0.6158,15.6531,-0.0285,19.8040,-0.6443,0.5956,0.1323,-0.4634
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,11,25,0.6158,15.6531,-0.1843,19.9442,-0.8000,0.5956,0.4288,-0.1668
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,11,50,0.6158,15.6531,-0.1460,19.7809,-0.7618,0.5956,-0.0216,-0.6172
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,12,5,0.6306,8.2126,0.3170,14.7583,-0.3136,0.6106,0.4682,-0.1424
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,12,10,0.6306,8.2126,-0.1382,19.9160,-0.7687,0.6106,0.3011,-0.3095
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,12,25,0.6306,8.2126,0.1735,19.9450,-0.4571,0.6106,-0.0697,-0.6803
geneformer_rank16_seed0,loco_onek1k,CD4+ T,0,12,50,0.6306,8.2126,0.0639,19.9069,-0.5667,0.6106,0.0718,-0.5388
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,0,5,0.3422,28.4714,0.3565,20.7371,0.0143,0.3165,0.3895,0.0730
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,0,10,0.3422,28.4714,0.2888,18.9117,-0.0535,0.3165,0.3142,-0.0023
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,0,25,0.3422,28.4714,0.1770,19.9063,-0.1652,0.3165,0.3033,-0.0132
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,0,50,0.3422,28.4714,0.2005,19.8848,-0.1417,0.3165,0.2720,-0.0445
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,1,5,0.4981,30.3819,0.4275,18.6175,-0.0706,0.4721,0.4711,-0.0011
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,1,10,0.4981,30.3819,0.2737,21.7812,-0.2245,0.4721,0.4074,-0.0647
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,1,25,0.4981,30.3819,0.2731,20.1649,-0.2251,0.4721,0.2925,-0.1796
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,1,50,0.4981,30.3819,0.2066,19.8039,-0.2915,0.4721,0.0203,-0.4518
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,2,5,0.5182,24.5314,0.3816,22.0437,-0.1366,0.4548,0.5434,0.0886
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,2,10,0.5182,24.5314,0.2167,18.5749,-0.3015,0.4548,0.4947,0.0399
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,2,25,0.5182,24.5314,0.2603,19.4291,-0.2579,0.4548,0.2525,-0.2023
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,2,50,0.5182,24.5314,0.1636,19.8141,-0.3546,0.4548,0.0620,-0.3928
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,3,5,0.5571,17.8797,0.4552,20.0038,-0.1019,0.4934,0.5093,0.0159
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,3,10,0.5571,17.8797,-0.0415,20.2258,-0.5986,0.4934,0.4035,-0.0899
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,3,25,0.5571,17.8797,0.2569,19.8288,-0.3002,0.4934,0.1144,-0.3791
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,3,50,0.5571,17.8797,0.0553,19.6849,-0.5018,0.4934,0.0567,-0.4368
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,4,5,0.5411,20.9455,0.5079,21.5046,-0.0332,0.4972,0.4825,-0.0147
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,4,10,0.5411,20.9455,0.3981,19.3905,-0.1431,0.4972,0.3024,-0.1948
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,4,25,0.5411,20.9455,0.2754,19.6007,-0.2658,0.4972,0.1642,-0.3330
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,4,50,0.5411,20.9455,0.2361,19.6415,-0.3051,0.4972,0.0767,-0.4205
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,5,5,0.6175,16.9371,0.5529,15.8017,-0.0645,0.4987,0.3979,-0.1007
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,5,10,0.6175,16.9371,0.0008,19.6808,-0.6167,0.4987,0.3005,-0.1982
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,5,25,0.6175,16.9371,0.1585,19.6259,-0.4590,0.4987,-0.0335,-0.5321
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,5,50,0.6175,16.9371,0.1127,19.6960,-0.5048,0.4987,0.0660,-0.4327
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,6,5,0.6354,12.9371,0.5175,15.2084,-0.1179,0.5507,0.3171,-0.2336
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,6,10,0.6354,12.9371,0.0862,19.6011,-0.5492,0.5507,0.2643,-0.2864
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,6,25,0.6354,12.9371,0.2898,19.6969,-0.3456,0.5507,0.0074,-0.5433
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,6,50,0.6354,12.9371,0.1492,19.8290,-0.4862,0.5507,0.1825,-0.3682
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,7,5,0.6280,14.4276,0.4639,16.4820,-0.1641,0.5136,0.2463,-0.2672
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,7,10,0.6280,14.4276,0.0849,19.5577,-0.5430,0.5136,0.0345,-0.4791
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,7,25,0.6280,14.4276,0.2142,19.7700,-0.4138,0.5136,-0.0707,-0.5843
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,7,50,0.6280,14.4276,-0.0167,19.9292,-0.6446,0.5136,-0.0223,-0.5359
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,8,5,0.6215,19.4424,0.3725,18.1894,-0.2490,0.5274,0.2988,-0.2286
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,8,10,0.6215,19.4424,-0.1674,19.6334,-0.7889,0.5274,0.2517,-0.2756
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,8,25,0.6215,19.4424,0.0918,19.7026,-0.5296,0.5274,0.0911,-0.4363
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,8,50,0.6215,19.4424,-0.1593,19.8873,-0.7808,0.5274,-0.0282,-0.5555
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,9,5,0.6202,19.3119,0.3292,19.3218,-0.2910,0.4904,0.2888,-0.2016
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,9,10,0.6202,19.3119,-0.1855,19.8400,-0.8056,0.4904,0.3682,-0.1222
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,9,25,0.6202,19.3119,-0.1218,19.8456,-0.7420,0.4904,-0.0894,-0.5798
geneformer_rank16_seed1,loco_onek1k,CD4+ T,1,9,50,0.6202,19.3119,-0.0894,19.8103,-0.7096,0.4904,0.0240,-0.4664
