donor,pred_age,true_age
onek1k:644_645,51.61404800415039,59.0
onek1k:645_646,54.35399627685547,86.0
onek1k:646_647,56.64853477478027,85.0
onek1k:647_648,51.140953063964844,68.0
onek1k:648_649,54.02891731262207,73.0
onek1k:649_650,59.173927307128906,80.0
onek1k:64_64,51.612335205078125,46.0
onek1k:650_651,51.7707576751709,80.0
onek1k:651_652,53.44122886657715,67.0
onek1k:652_653,54.91703414916992,84.0
onek1k:653_654,51.90429878234863,86.0
onek1k:654_655,50.56689262390137,59.0
onek1k:655_656,50.56418228149414,60.0
onek1k:656_657,52.76588439941406,61.0
onek1k:657_658,50.42130661010742,68.0
onek1k:658_659,49.79484558105469,42.0
onek1k:659_660,50.69843101501465,20.0
onek1k:65_65,49.588064193725586,58.0
onek1k:660_661,51.83519744873047,40.0
onek1k:661_662,57.856422424316406,78.0
onek1k:662_663,52.694461822509766,81.0
onek1k:663_664,56.2286319732666,89.0
onek1k:664_665,48.684404373168945,56.0
onek1k:665_666,47.45979690551758,53.0
onek1k:666_667,51.58273506164551,63.0
onek1k:667_668,48.13940238952637,76.0
onek1k:668_669,49.6884765625,69.0
onek1k:669_670,46.821645736694336,64.0
onek1k:66_66,53.2658634185791,66.0
onek1k:670_671,46.06585884094238,83.0
onek1k:671_672,50.94261169433594,81.0
