donor,pred_age,true_age
onek1k:405_406,43.97677421569824,70.0
onek1k:406_407,45.1369686126709,59.0
onek1k:407_408,49.89226150512695,65.0
onek1k:408_409,48.74456977844238,74.0
onek1k:409_410,48.546682357788086,65.0
onek1k:40_40,48.07179832458496,72.0
onek1k:410_411,49.869895935058594,61.0
onek1k:411_412,49.40620231628418,49.0
onek1k:412_413,49.15836715698242,85.0
onek1k:413_414,48.434261322021484,24.0
onek1k:414_415,47.7584114074707,22.0
onek1k:415_416,49.367300033569336,80.0
onek1k:416_417,49.65237617492676,63.0
onek1k:417_418,51.0051212310791,78.0
onek1k:418_419,50.92648696899414,76.0
onek1k:419_420,47.93350791931152,72.0
onek1k:41_41,48.5716495513916,77.0
onek1k:420_421,47.76877212524414,75.0
onek1k:421_422,51.08283233642578,61.0
onek1k:422_423,49.2884635925293,53.0
onek1k:423_424,51.67153358459473,59.0
onek1k:424_425,50.999420166015625,78.0
onek1k:425_426,50.21417045593262,50.0
onek1k:426_427,48.318254470825195,63.0
onek1k:427_428,48.465871810913086,67.0
onek1k:428_429,48.35867691040039,75.0
onek1k:429_430,50.44637489318848,87.0
onek1k:42_42,50.30317306518555,59.0
onek1k:431_432,49.16293144226074,78.0
onek1k:432_433,51.437705993652344,78.0
onek1k:433_434,50.27446174621582,80.0
onek1k:434_435,48.85647392272949,78.0
onek1k:435_436,51.462249755859375,67.0
onek1k:436_437,50.5575065612793,45.0
onek1k:437_438,46.89243125915527,21.0
onek1k:438_439,48.370840072631836,32.0
onek1k:439_440,51.102792739868164,71.0
onek1k:43_43,47.59757614135742,46.0
onek1k:441_442,49.05786323547363,70.0
onek1k:442_443,49.265451431274414,58.0
onek1k:443_444,44.37936782836914,29.0
onek1k:445_446,45.265098571777344,83.0
onek1k:446_447,42.934865951538086,72.0
onek1k:447_448,45.79209518432617,66.0
onek1k:448_449,51.9277229309082,82.0
onek1k:449_450,44.427772521972656,85.0
onek1k:44_44,49.382568359375,60.0
onek1k:450_451,48.50399208068848,84.0
onek1k:451_452,46.17104911804199,89.0
onek1k:452_453,48.290666580200195,77.0
onek1k:453_454,50.31748390197754,85.0
onek1k:454_455,49.27891540527344,79.0
onek1k:455_456,46.88546180725098,80.0
onek1k:456_457,50.428348541259766,76.0
onek1k:457_458,50.008514404296875,73.0
onek1k:458_459,49.002052307128906,84.0
onek1k:459_460,49.25962448120117,87.0
onek1k:45_45,52.11935997009277,71.0
onek1k:460_461,47.91746711730957,58.0
onek1k:461_462,46.736141204833984,61.0
onek1k:462_463,47.32637405395508,83.0
onek1k:463_464,51.01609230041504,86.0
onek1k:464_465,43.87056541442871,76.0
onek1k:465_466,48.07633590698242,59.0
onek1k:466_467,47.00014114379883,85.0
onek1k:467_468,47.72715950012207,74.0
onek1k:468_469,45.98581123352051,76.0
onek1k:469_470,50.3733024597168,78.0
onek1k:46_46,47.601030349731445,68.0
onek1k:470_471,53.07314872741699,83.0
onek1k:471_472,46.554630279541016,65.0
onek1k:472_473,46.855398178100586,77.0
onek1k:473_474,49.19551467895508,72.0
onek1k:474_475,50.148874282836914,79.0
onek1k:475_476,45.45878982543945,36.0
onek1k:476_477,47.045562744140625,53.0
onek1k:477_478,44.62307929992676,53.0
onek1k:478_479,47.14423751831055,68.0
onek1k:479_480,51.00613021850586,86.0
onek1k:47_47,50.29338836669922,19.0
onek1k:480_481,46.48235511779785,69.0
onek1k:481_482,47.57519340515137,68.0
onek1k:482_483,48.31187629699707,23.0
onek1k:483_484,51.05317306518555,71.0
onek1k:484_485,49.73647117614746,60.0
onek1k:485_486,49.4693489074707,48.0
onek1k:486_487,48.22749137878418,36.0
onek1k:487_488,48.80280113220215,67.0
onek1k:488_489,48.24202346801758,56.0
