donor_id,true_age,predicted_age,n_cells
onek1k:705_706,88.0,48.97762,123
onek1k:706_707,88.0,46.8818,105
onek1k:707_708,71.0,57.295837,148
onek1k:708_709,63.0,47.791683,75
onek1k:709_710,24.0,54.546432,54
onek1k:711_712,22.0,48.05307,60
onek1k:714_715,61.0,51.054577,40
onek1k:715_716,76.0,49.769085,42
onek1k:716_717,65.0,55.30436,32
onek1k:717_718,76.0,46.552544,92
onek1k:718_719,80.0,48.354103,80
onek1k:719_720,88.0,46.672554,16
onek1k:720_721,78.0,55.92606,145
onek1k:721_722,81.0,57.68418,130
onek1k:722_723,81.0,46.942833,122
onek1k:723_724,69.0,48.441963,24
onek1k:724_725,65.0,47.155064,16
onek1k:725_726,57.0,59.79384,35
onek1k:726_727,67.0,52.146893,35
onek1k:727_728,77.0,48.37074,23
onek1k:729_730,46.0,59.71998,9
onek1k:730_731,71.0,57.9352,29
onek1k:731_732,83.0,49.366318,15
onek1k:732_733,89.0,48.123787,17
onek1k:733_734,82.0,51.003662,10
onek1k:734_735,83.0,58.39697,3
onek1k:735_736,77.0,48.79718,20
onek1k:736_737,87.0,49.05132,61
onek1k:737_738,94.0,47.637398,54
onek1k:738_739,96.0,48.67212,4
onek1k:739_740,80.0,54.276745,61
onek1k:740_741,84.0,48.968334,123
onek1k:742_743,32.0,49.326553,8
onek1k:743_744,60.0,46.354374,54
onek1k:744_745,63.0,56.018566,8
onek1k:745_746,72.0,58.246212,7
onek1k:746_747,81.0,50.738766,35
onek1k:747_748,48.0,48.785866,4
onek1k:748_749,48.0,57.993637,21
onek1k:749_750,79.0,50.068756,10
onek1k:750_751,75.0,48.63053,20
onek1k:751_752,75.0,43.954742,9
onek1k:752_753,54.0,51.49969,65
onek1k:753_754,88.0,52.821114,7
onek1k:754_755,78.0,56.844788,95
onek1k:755_756,66.0,48.973904,7
onek1k:756_757,66.0,55.997425,6
onek1k:757_758,88.0,50.988842,5
onek1k:758_759,75.0,56.670006,2
onek1k:759_760,71.0,46.748928,7
onek1k:760_761,55.0,53.41024,13
onek1k:761_762,69.0,46.101074,1
onek1k:762_763,32.0,48.735027,9
onek1k:764_765,65.0,49.585743,16
onek1k:765_766,72.0,58.964375,13
onek1k:766_767,41.0,59.184444,7
