donor_id,true_age,predicted_age,n_cells
onek1k:576_577,70.0,60.245274,227
onek1k:577_578,72.0,61.768864,217
onek1k:578_579,22.0,60.922142,116
onek1k:579_580,34.0,59.531967,216
onek1k:580_581,37.0,59.67201,170
onek1k:581_582,63.0,60.449837,118
onek1k:582_583,52.0,58.533245,80
onek1k:583_584,36.0,60.279488,68
onek1k:584_585,74.0,61.983868,263
onek1k:585_586,71.0,60.246048,188
onek1k:586_587,51.0,58.547558,196
onek1k:587_588,72.0,63.782104,146
onek1k:588_589,69.0,61.248474,201
onek1k:589_590,75.0,62.123173,189
onek1k:590_591,69.0,60.08787,205
onek1k:591_592,83.0,60.203705,328
onek1k:592_593,68.0,60.42192,107
onek1k:593_594,69.0,59.190228,31
onek1k:594_595,74.0,62.6123,149
onek1k:595_596,81.0,60.547184,133
onek1k:596_597,44.0,59.327744,99
onek1k:597_598,52.0,59.71911,184
onek1k:598_599,49.0,56.758587,27
onek1k:599_600,71.0,60.399944,169
onek1k:600_601,39.0,59.56817,144
onek1k:602_603,70.0,61.492325,37
onek1k:603_604,87.0,61.48349,268
onek1k:604_605,81.0,61.66968,101
onek1k:605_606,41.0,59.19028,59
onek1k:606_607,71.0,61.31224,69
onek1k:607_608,77.0,62.712124,53
onek1k:608_609,67.0,61.442787,141
onek1k:609_610,62.0,61.9404,87
onek1k:610_611,63.0,60.497807,95
onek1k:611_612,76.0,61.23531,33
onek1k:612_613,83.0,61.54847,272
onek1k:613_614,78.0,61.580315,188
onek1k:614_615,67.0,61.11757,98
onek1k:615_616,58.0,60.324165,78
onek1k:616_617,53.0,60.53969,131
onek1k:617_618,62.0,58.943104,133
onek1k:618_619,30.0,61.316982,257
onek1k:619_620,22.0,59.36682,114
onek1k:620_621,35.0,60.8926,181
onek1k:621_622,91.0,62.688812,90
onek1k:622_623,86.0,63.128777,144
onek1k:623_624,74.0,61.64914,323
onek1k:624_625,60.0,59.804497,186
onek1k:625_626,59.0,60.658146,160
onek1k:626_627,46.0,61.718925,52
onek1k:627_628,69.0,62.543983,121
onek1k:628_629,73.0,61.11251,183
onek1k:629_630,34.0,59.562016,71
onek1k:630_631,54.0,60.183395,48
onek1k:632_633,70.0,61.40651,231
onek1k:633_634,57.0,60.489285,189
onek1k:634_635,55.0,61.55915,106
onek1k:635_636,66.0,62.321148,187
onek1k:636_637,75.0,61.832016,254
onek1k:637_638,87.0,62.582207,118
onek1k:638_639,68.0,58.870148,128
onek1k:639_640,79.0,60.241673,244
onek1k:640_641,83.0,61.365524,78
onek1k:641_642,85.0,62.0705,199
onek1k:644_645,59.0,62.638485,125
onek1k:645_646,86.0,60.797695,435
onek1k:646_647,85.0,60.491356,60
onek1k:647_648,68.0,60.001495,150
onek1k:648_649,73.0,60.535843,96
onek1k:649_650,80.0,60.80713,50
onek1k:650_651,80.0,61.15867,656
onek1k:651_652,67.0,60.088173,150
onek1k:652_653,84.0,61.191856,213
onek1k:653_654,86.0,60.047623,254
onek1k:654_655,59.0,59.769573,120
onek1k:655_656,60.0,60.514565,202
onek1k:656_657,61.0,59.381725,178
onek1k:657_658,68.0,59.037647,140
onek1k:658_659,42.0,60.014256,288
onek1k:659_660,20.0,60.78995,191
onek1k:660_661,40.0,61.04099,83
onek1k:661_662,78.0,63.206776,303
onek1k:662_663,81.0,63.576992,443
onek1k:663_664,89.0,65.620804,539
onek1k:664_665,56.0,65.50244,168
onek1k:665_666,53.0,64.70147,97
onek1k:666_667,63.0,63.630493,170
onek1k:667_668,76.0,61.09874,368
onek1k:668_669,69.0,63.70484,199
onek1k:669_670,64.0,61.582443,315
onek1k:670_671,83.0,63.23144,185
onek1k:671_672,81.0,65.384125,147
onek1k:672_673,85.0,61.989494,496
onek1k:673_674,91.0,61.340004,295
onek1k:674_675,83.0,65.142044,216
onek1k:675_676,73.0,64.63074,114
onek1k:676_677,88.0,64.40465,294
onek1k:677_678,76.0,64.95946,414
onek1k:678_679,83.0,61.41413,100
onek1k:679_680,85.0,63.1458,132
onek1k:680_681,77.0,62.50462,397
onek1k:681_682,68.0,63.302414,106
onek1k:682_683,73.0,62.37141,115
onek1k:683_684,78.0,60.536007,196
onek1k:684_685,75.0,62.63645,95
onek1k:685_686,75.0,62.956337,136
onek1k:686_687,69.0,63.26338,217
onek1k:687_688,63.0,62.976997,233
onek1k:688_689,66.0,61.681923,181
onek1k:689_690,59.0,61.158466,233
onek1k:690_691,68.0,61.418888,366
onek1k:691_692,66.0,62.64831,155
onek1k:692_693,62.0,62.163414,156
onek1k:693_694,88.0,65.21398,542
onek1k:694_695,24.0,61.374737,271
onek1k:695_696,72.0,64.311325,177
onek1k:696_697,81.0,65.834625,327
onek1k:697_698,85.0,65.57216,207
onek1k:699_700,65.0,64.40237,161
onek1k:700_701,71.0,64.54616,347
onek1k:701_702,73.0,67.23892,118
onek1k:702_703,84.0,64.176056,121
onek1k:704_705,88.0,64.78812,277
onek1k:705_706,88.0,63.974224,111
onek1k:706_707,88.0,63.35712,161
onek1k:707_708,71.0,62.12823,251
onek1k:708_709,63.0,64.47447,136
onek1k:709_710,24.0,60.982285,166
onek1k:711_712,22.0,62.85243,154
onek1k:714_715,61.0,64.25328,170
onek1k:715_716,76.0,64.1714,136
onek1k:716_717,65.0,60.299778,435
onek1k:717_718,76.0,64.224396,235
onek1k:718_719,80.0,64.46149,141
onek1k:719_720,88.0,64.12305,452
onek1k:720_721,78.0,63.52831,467
onek1k:721_722,81.0,61.43168,264
onek1k:722_723,81.0,64.1301,179
onek1k:723_724,69.0,64.381714,83
