donor_id,true_age,predicted_age,n_cells
onek1k:424_425,78.0,51.36755,1011
onek1k:425_426,50.0,50.25907,862
onek1k:426_427,63.0,51.085598,807
onek1k:427_428,67.0,54.791573,630
onek1k:428_429,75.0,53.841537,862
onek1k:429_430,87.0,55.178864,351
onek1k:431_432,78.0,50.65891,780
onek1k:432_433,78.0,53.010983,615
onek1k:433_434,80.0,54.03861,265
onek1k:434_435,78.0,50.575676,490
onek1k:435_436,67.0,53.90526,562
onek1k:436_437,45.0,53.669678,252
onek1k:437_438,21.0,49.78805,620
onek1k:438_439,32.0,49.31809,514
onek1k:439_440,71.0,53.753918,627
onek1k:441_442,70.0,52.943462,705
onek1k:442_443,58.0,51.543804,651
onek1k:443_444,29.0,50.22134,277
onek1k:445_446,83.0,53.2843,368
onek1k:446_447,72.0,51.039078,673
onek1k:447_448,66.0,56.067383,622
onek1k:448_449,82.0,51.43234,870
onek1k:449_450,85.0,51.631615,218
onek1k:450_451,84.0,53.73142,726
onek1k:451_452,89.0,55.40824,459
onek1k:452_453,77.0,55.55732,378
onek1k:453_454,85.0,53.81357,344
onek1k:454_455,79.0,54.659985,422
onek1k:455_456,80.0,51.676506,1148
onek1k:456_457,76.0,55.79436,438
onek1k:457_458,73.0,55.00616,533
onek1k:458_459,84.0,51.836765,691
onek1k:459_460,87.0,51.485977,826
onek1k:460_461,58.0,50.596825,806
onek1k:461_462,61.0,50.370556,863
onek1k:462_463,83.0,51.744377,600
onek1k:463_464,86.0,50.616863,654
onek1k:464_465,76.0,51.604145,777
onek1k:465_466,59.0,51.35833,585
onek1k:466_467,85.0,48.048412,742
onek1k:467_468,74.0,47.951183,753
onek1k:468_469,76.0,48.04461,485
onek1k:469_470,78.0,52.185707,616
onek1k:470_471,83.0,53.749577,339
onek1k:471_472,65.0,47.3232,871
onek1k:472_473,77.0,51.995613,428
onek1k:473_474,72.0,46.717136,1016
onek1k:474_475,79.0,45.69065,562
onek1k:475_476,36.0,52.00142,752
onek1k:476_477,53.0,50.665466,1074
onek1k:477_478,53.0,47.39966,798
onek1k:478_479,68.0,49.91172,648
onek1k:479_480,86.0,52.872715,345
onek1k:480_481,69.0,50.71939,810
onek1k:481_482,68.0,47.83698,412
onek1k:482_483,23.0,48.535236,749
onek1k:483_484,71.0,50.07374,797
onek1k:484_485,60.0,45.777122,848
onek1k:485_486,48.0,44.496704,1084
onek1k:486_487,36.0,45.597824,1308
onek1k:487_488,67.0,50.002968,621
onek1k:488_489,56.0,50.540447,1115
onek1k:489_490,52.0,48.954216,822
onek1k:490_491,64.0,50.24667,689
onek1k:491_492,41.0,50.478546,434
onek1k:492_493,79.0,46.08015,651
onek1k:493_494,73.0,49.466167,703
onek1k:494_495,24.0,44.671024,759
onek1k:496_497,33.0,48.860085,521
onek1k:497_498,31.0,46.408497,1029
onek1k:498_499,71.0,49.490032,713
onek1k:499_500,77.0,48.80365,534
onek1k:500_501,59.0,51.1676,420
onek1k:501_502,64.0,49.055176,482
onek1k:502_503,66.0,45.556763,464
onek1k:503_504,49.0,51.409004,318
onek1k:504_505,85.0,46.938263,592
onek1k:505_506,54.0,50.20937,809
onek1k:506_507,41.0,48.404526,597
onek1k:507_508,66.0,52.309563,880
onek1k:508_509,79.0,52.8042,416
onek1k:509_510,80.0,48.012367,788
onek1k:510_511,84.0,51.928234,861
onek1k:511_512,89.0,53.158173,168
onek1k:512_513,79.0,49.698883,822
onek1k:513_514,82.0,52.331043,507
onek1k:514_515,90.0,53.696026,617
onek1k:515_516,37.0,46.953087,1204
onek1k:516_517,34.0,45.4035,803
onek1k:517_518,68.0,50.78897,886
onek1k:519_520,75.0,45.92078,588
onek1k:520_521,69.0,51.960423,411
onek1k:521_522,57.0,50.295948,349
onek1k:522_523,62.0,46.6422,466
onek1k:524_525,74.0,52.58236,591
onek1k:525_526,78.0,46.81033,284
onek1k:526_527,66.0,47.282715,642
onek1k:527_528,65.0,50.665024,689
onek1k:528_529,68.0,51.829,211
onek1k:529_530,78.0,51.215008,907
onek1k:530_531,78.0,51.348915,293
onek1k:531_532,65.0,50.95026,691
onek1k:532_533,79.0,52.66025,158
onek1k:533_534,33.0,49.44185,693
onek1k:534_535,88.0,52.55829,201
onek1k:535_536,82.0,47.848446,812
onek1k:536_537,67.0,53.582684,689
onek1k:537_538,53.0,46.56482,654
onek1k:538_539,60.0,46.03215,782
onek1k:539_540,62.0,51.552345,776
onek1k:540_541,53.0,47.91987,1016
onek1k:541_542,58.0,49.073013,551
onek1k:542_543,58.0,50.96269,1089
onek1k:543_544,72.0,48.448807,438
onek1k:544_545,68.0,51.85854,381
onek1k:545_546,67.0,47.655235,654
onek1k:546_547,73.0,49.093403,655
onek1k:547_548,73.0,52.134968,529
onek1k:548_549,40.0,46.492004,751
onek1k:549_550,60.0,48.234028,781
onek1k:550_551,82.0,47.549213,705
onek1k:551_552,72.0,47.720276,652
onek1k:552_553,29.0,48.93973,976
onek1k:553_554,36.0,50.151196,729
onek1k:554_555,80.0,49.508095,846
onek1k:555_556,77.0,51.20291,320
onek1k:557_558,64.0,46.733135,579
onek1k:558_559,80.0,46.5761,493
onek1k:559_560,77.0,50.429405,802
onek1k:560_561,72.0,52.287315,785
onek1k:561_562,56.0,49.385796,940
onek1k:562_563,71.0,46.01647,1188
onek1k:563_564,75.0,49.027966,571
onek1k:564_565,80.0,49.38073,524
onek1k:565_566,57.0,50.663857,486
onek1k:566_567,58.0,50.25622,560
onek1k:567_568,68.0,51.876213,1224
onek1k:569_570,69.0,51.083904,671
onek1k:570_571,59.0,50.544804,786
onek1k:571_572,84.0,48.18705,454
onek1k:572_573,86.0,52.582848,672
onek1k:573_574,26.0,46.65324,896
onek1k:574_575,24.0,47.118042,641
onek1k:575_576,50.0,54.245716,537
onek1k:576_577,70.0,46.808743,1159
onek1k:577_578,72.0,53.934208,603
onek1k:578_579,22.0,45.68944,959
onek1k:579_580,34.0,46.58059,722
onek1k:580_581,37.0,50.327667,467
onek1k:581_582,63.0,46.031826,371
onek1k:582_583,52.0,46.172665,700
onek1k:583_584,36.0,50.049236,567
onek1k:584_585,74.0,51.590206,352
onek1k:585_586,71.0,52.994488,1025
onek1k:586_587,51.0,51.208263,513
onek1k:587_588,72.0,50.75659,605
onek1k:588_589,69.0,52.067352,794
onek1k:589_590,75.0,48.467854,702
onek1k:590_591,69.0,52.31445,475
onek1k:591_592,83.0,52.541527,428
onek1k:592_593,68.0,52.963562,394
onek1k:593_594,69.0,51.15443,533
onek1k:594_595,74.0,48.679043,576
onek1k:595_596,81.0,53.01382,729
onek1k:596_597,44.0,47.410255,673
onek1k:597_598,52.0,52.19549,751
onek1k:598_599,49.0,45.686512,669
onek1k:599_600,71.0,47.83747,358
onek1k:600_601,39.0,50.634182,655
onek1k:602_603,70.0,51.979576,686
onek1k:603_604,87.0,53.6229,403
onek1k:604_605,81.0,47.743595,982
onek1k:605_606,41.0,47.536263,762
onek1k:606_607,71.0,46.859722,979
onek1k:607_608,77.0,47.043312,307
onek1k:608_609,67.0,53.957333,673
onek1k:609_610,62.0,53.06151,844
onek1k:610_611,63.0,52.302082,729
onek1k:611_612,76.0,48.06753,653
onek1k:612_613,83.0,53.801704,438
onek1k:613_614,78.0,48.06173,669
onek1k:614_615,67.0,48.272877,759
onek1k:615_616,58.0,46.623573,647
onek1k:616_617,53.0,48.414684,609
onek1k:617_618,62.0,46.535168,471
onek1k:618_619,30.0,47.246624,416
onek1k:619_620,22.0,44.80632,501
onek1k:620_621,35.0,47.46426,775
onek1k:621_622,91.0,53.63306,623
onek1k:622_623,86.0,54.209034,591
onek1k:623_624,74.0,46.9222,331
onek1k:624_625,60.0,51.193443,862
onek1k:625_626,59.0,47.540237,488
onek1k:626_627,46.0,48.516006,502
onek1k:627_628,69.0,49.726707,531
onek1k:628_629,73.0,53.013,475
onek1k:629_630,34.0,50.810867,571
onek1k:630_631,54.0,48.309814,674
onek1k:632_633,70.0,52.996464,203
onek1k:633_634,57.0,46.82051,373
onek1k:634_635,55.0,52.919422,428
onek1k:635_636,66.0,49.58861,264
onek1k:636_637,75.0,54.21728,257
onek1k:637_638,87.0,54.51965,906
onek1k:638_639,68.0,47.347088,1205
onek1k:639_640,79.0,52.2955,426
onek1k:640_641,83.0,48.85061,484
onek1k:641_642,85.0,51.643223,411
onek1k:644_645,59.0,48.638615,757
onek1k:645_646,86.0,51.325382,677
onek1k:646_647,85.0,46.460888,565
onek1k:647_648,68.0,47.32605,880
onek1k:648_649,73.0,47.281006,324
onek1k:649_650,80.0,49.836742,1122
onek1k:650_651,80.0,49.069744,1589
onek1k:651_652,67.0,47.063316,366
onek1k:652_653,84.0,48.515358,378
onek1k:653_654,86.0,52.759727,302
onek1k:654_655,59.0,51.562893,808
onek1k:655_656,60.0,52.567837,639
onek1k:656_657,61.0,49.90701,651
onek1k:657_658,68.0,51.80649,575
onek1k:658_659,42.0,48.48782,725
onek1k:659_660,20.0,47.198822,575
onek1k:660_661,40.0,47.05745,754
onek1k:661_662,78.0,56.402905,715
onek1k:662_663,81.0,57.14987,532
onek1k:663_664,89.0,52.2093,431
onek1k:664_665,56.0,52.057243,810
onek1k:665_666,53.0,50.340897,991
onek1k:666_667,63.0,49.99299,1380
onek1k:667_668,76.0,54.396236,825
onek1k:668_669,69.0,50.512474,1123
onek1k:669_670,64.0,53.394527,494
onek1k:670_671,83.0,55.625,467
onek1k:671_672,81.0,52.024624,241
onek1k:672_673,85.0,53.720116,730
onek1k:673_674,91.0,55.47013,431
onek1k:674_675,83.0,51.948986,377
onek1k:675_676,73.0,51.335392,461
onek1k:676_677,88.0,50.92591,844
