donor_id,true_age,predicted_age,n_cells
onek1k:598_599,49.0,46.55348,177
onek1k:599_600,71.0,46.856823,116
onek1k:600_601,39.0,50.361282,139
onek1k:602_603,70.0,51.83396,43
onek1k:603_604,87.0,51.141045,146
onek1k:604_605,81.0,48.332516,43
onek1k:605_606,41.0,48.58617,139
onek1k:606_607,71.0,47.941982,59
onek1k:607_608,77.0,48.200813,70
onek1k:608_609,67.0,51.527916,210
onek1k:609_610,62.0,50.41143,296
onek1k:610_611,63.0,51.913044,59
onek1k:611_612,76.0,48.545734,108
onek1k:612_613,83.0,52.556923,60
onek1k:613_614,78.0,48.920547,157
onek1k:614_615,67.0,48.457077,218
onek1k:615_616,58.0,47.52837,120
onek1k:616_617,53.0,48.325806,233
onek1k:617_618,62.0,48.6546,87
onek1k:618_619,30.0,48.038643,158
onek1k:619_620,22.0,47.20889,129
onek1k:620_621,35.0,48.176693,118
onek1k:621_622,91.0,52.978794,223
onek1k:622_623,86.0,50.49411,60
onek1k:623_624,74.0,48.0099,129
onek1k:624_625,60.0,49.45835,95
onek1k:625_626,59.0,47.26902,56
onek1k:626_627,46.0,47.971573,189
onek1k:627_628,69.0,49.251316,325
onek1k:628_629,73.0,51.58999,76
onek1k:629_630,34.0,50.146362,114
onek1k:630_631,54.0,48.65261,150
onek1k:632_633,70.0,51.55274,23
onek1k:633_634,57.0,46.737267,180
onek1k:634_635,55.0,49.335392,15
onek1k:635_636,66.0,49.34661,164
onek1k:636_637,75.0,52.43091,102
onek1k:637_638,87.0,52.047306,121
onek1k:638_639,68.0,46.59678,142
onek1k:639_640,79.0,48.815517,161
onek1k:640_641,83.0,48.296223,209
onek1k:641_642,85.0,49.523365,54
onek1k:644_645,59.0,49.60238,212
onek1k:645_646,86.0,50.901733,51
onek1k:646_647,85.0,47.80262,36
onek1k:647_648,68.0,46.866585,171
onek1k:648_649,73.0,47.40875,64
onek1k:649_650,80.0,46.851776,64
onek1k:650_651,80.0,47.58795,856
onek1k:651_652,67.0,49.030415,147
onek1k:652_653,84.0,48.75481,41
onek1k:653_654,86.0,51.976654,84
onek1k:654_655,59.0,49.437893,45
onek1k:655_656,60.0,50.482407,102
onek1k:656_657,61.0,49.8914,100
onek1k:657_658,68.0,51.383167,89
onek1k:658_659,42.0,47.061764,189
onek1k:659_660,20.0,47.0088,158
onek1k:660_661,40.0,47.08717,89
onek1k:661_662,78.0,54.53043,83
onek1k:662_663,81.0,55.644737,33
onek1k:663_664,89.0,51.658974,46
onek1k:664_665,56.0,51.8939,73
onek1k:665_666,53.0,50.015553,145
onek1k:666_667,63.0,51.230015,109
onek1k:667_668,76.0,53.213367,140
onek1k:668_669,69.0,50.585415,104
onek1k:669_670,64.0,53.50238,38
onek1k:670_671,83.0,52.569126,104
onek1k:671_672,81.0,50.96147,42
onek1k:672_673,85.0,49.788956,32
onek1k:673_674,91.0,52.70607,121
onek1k:674_675,83.0,49.972393,71
onek1k:675_676,73.0,49.260044,122
onek1k:676_677,88.0,51.0153,205
onek1k:677_678,76.0,48.68084,34
onek1k:678_679,83.0,52.755276,63
onek1k:679_680,85.0,51.541515,33
onek1k:680_681,77.0,54.021263,73
onek1k:681_682,68.0,51.49117,23
onek1k:682_683,73.0,53.505737,96
onek1k:683_684,78.0,52.05491,168
onek1k:684_685,75.0,49.95114,109
onek1k:685_686,75.0,50.5888,246
onek1k:686_687,69.0,53.4085,198
onek1k:687_688,63.0,49.615494,152
onek1k:688_689,66.0,52.032524,178
onek1k:689_690,59.0,50.434612,91
onek1k:690_691,68.0,53.281914,252
onek1k:691_692,66.0,52.209377,119
onek1k:692_693,62.0,49.803463,101
onek1k:693_694,88.0,49.509468,47
onek1k:694_695,24.0,51.492397,103
onek1k:695_696,72.0,49.99558,129
onek1k:696_697,81.0,52.090786,39
onek1k:697_698,85.0,53.848026,89
onek1k:699_700,65.0,51.5525,243
onek1k:700_701,71.0,51.444256,219
onek1k:701_702,73.0,51.13752,102
onek1k:702_703,84.0,52.240524,892
onek1k:704_705,88.0,52.04868,109
onek1k:705_706,88.0,51.59306,208
onek1k:706_707,88.0,50.650158,180
onek1k:707_708,71.0,52.96375,47
onek1k:708_709,63.0,50.424538,105
onek1k:709_710,24.0,52.25742,165
onek1k:711_712,22.0,50.44502,232
onek1k:714_715,61.0,53.416546,207
onek1k:715_716,76.0,51.132908,153
onek1k:716_717,65.0,50.510265,191
onek1k:717_718,76.0,50.451122,93
onek1k:718_719,80.0,52.32586,28
onek1k:719_720,88.0,52.40568,90
onek1k:720_721,78.0,53.499653,38
onek1k:721_722,81.0,51.773968,87
onek1k:722_723,81.0,51.156647,82
onek1k:723_724,69.0,51.61444,146
onek1k:724_725,65.0,51.460766,231
onek1k:725_726,57.0,52.70442,159
onek1k:726_727,67.0,52.31929,160
onek1k:727_728,77.0,51.151047,262
onek1k:729_730,46.0,51.391945,82
onek1k:730_731,71.0,51.76248,111
onek1k:731_732,83.0,51.140255,89
onek1k:732_733,89.0,51.972755,108
onek1k:733_734,82.0,53.20284,19
onek1k:734_735,83.0,52.069344,36
onek1k:735_736,77.0,51.860893,62
onek1k:736_737,87.0,51.045937,44
onek1k:737_738,94.0,50.717354,48
onek1k:738_739,96.0,51.556114,35
onek1k:739_740,80.0,51.668034,23
onek1k:740_741,84.0,51.013805,249
onek1k:742_743,32.0,50.306976,108
onek1k:743_744,60.0,50.246162,114
onek1k:744_745,63.0,51.049564,97
onek1k:745_746,72.0,49.61725,84
onek1k:746_747,81.0,51.091187,238
onek1k:747_748,48.0,50.225433,110
onek1k:748_749,48.0,51.522427,57
onek1k:749_750,79.0,51.182682,195
onek1k:750_751,75.0,50.518044,100
onek1k:751_752,75.0,45.63829,80
onek1k:752_753,54.0,48.909424,98
onek1k:753_754,88.0,54.660904,58
onek1k:754_755,78.0,51.977776,131
onek1k:755_756,66.0,52.258583,78
onek1k:756_757,66.0,56.085495,17
onek1k:757_758,88.0,52.511612,26
