donor_id,true_age,predicted_age,n_cells
aida:KR_SGI_H118,42.0,38.951588,81
aida:KR_SGI_H119,62.0,34.046738,60
aida:KR_SGI_H120,40.0,38.543545,35
aida:KR_SGI_H121,42.0,37.462944,154
aida:KR_SGI_H122,59.0,39.26341,53
aida:KR_SGI_H123,65.0,39.25452,20
aida:KR_SGI_H124,56.0,32.322723,110
aida:KR_SGI_H125,51.0,38.23989,122
aida:KR_SGI_H126,52.0,38.76911,124
aida:KR_SGI_H127,73.0,33.516342,50
aida:KR_SGI_H128,60.0,39.282654,150
aida:KR_SGI_H129,63.0,33.35703,20
aida:KR_SGI_H130,62.0,33.433548,77
aida:KR_SGI_H131,58.0,39.396713,118
aida:KR_SGI_H132,71.0,38.98904,145
aida:KR_SGI_H133,38.0,37.905052,146
aida:KR_SGI_H134,39.0,31.87599,88
aida:KR_SGI_H135,47.0,38.177505,146
aida:KR_SGI_H136,44.0,33.113495,95
aida:KR_SGI_H137,57.0,38.18046,102
aida:KR_SGI_H138,41.0,38.50133,136
aida:KR_SGI_H139,31.0,37.94857,108
aida:KR_SGI_H140,28.0,32.77086,111
aida:KR_SGI_H141,58.0,32.744873,40
aida:KR_SGI_H142,28.0,38.537754,73
aida:KR_SGI_H143,52.0,32.911552,119
aida:KR_SGI_H144,53.0,33.04095,81
aida:KR_SGI_H145,50.0,38.538307,55
aida:KR_SGI_H146,29.0,38.331993,212
aida:KR_SGI_H147,49.0,38.727707,236
aida:KR_SGI_H148,26.0,38.58576,49
aida:KR_SGI_H149,42.0,38.151104,56
aida:KR_SGI_H150,45.0,32.563606,40
aida:KR_SGI_H151,48.0,33.056355,180
aida:KR_SGI_H152,48.0,38.484455,199
aida:KR_SGI_H153,64.0,38.72475,99
aida:KR_SGI_H154,54.0,38.57414,71
aida:KR_SGI_H155,51.0,38.72337,149
aida:KR_SGI_H156,47.0,32.725304,128
aida:KR_SGI_H157,31.0,31.804527,14
aida:KR_SGI_H158,30.0,37.87881,139
aida:KR_SGI_H159,26.0,37.153397,18
aida:KR_SGI_H160,49.0,32.77803,38
aida:KR_SGI_H161,19.0,37.92844,221
aida:KR_SGI_H162,24.0,37.88783,113
aida:KR_SGI_H163,50.0,38.230217,164
aida:KR_SGI_H164,26.0,32.82991,162
aida:KR_SGI_H165,27.0,37.98915,150
aida:LONZA3030004,33.0,33.39075,420
aida:LONZA3038016,21.0,32.86104,1504
aida:LONZA3038097,41.0,38.43049,1120
aida:LONZA3038099,23.0,32.43985,3806
aida:LONZA3038306,30.0,32.833015,948
aida:LONZA3061635,25.0,37.26998,670
aida:SG_HEL_H001,57.0,38.997017,12
